is_train,constant_loglik,rbf_loglik,hawkes_loglik,rbf_hawkes_loglik,pl_hawkes_loglik
true,0.0,0.022156993,0.856367,1.3762438,2.3586345
false,0.0,0.0061388384,0.6832572,1.0879222,1.9043505
